booking_id,booking_date,booking_year,booking_month,month_name,quarter,season,day_name,is_weekend,client_name,client_type,client_region,client_country,service_name,service_category,destination,agent_name,agent_team,booking_status,pax,nights,revenue,cost,margin,margin_pct,currency
BK-010871,2022-09-03,2022,9,September,3,Autumn,Saturday,1,Amazon Corp Travel,Corporate,North America,USA,Airport Transfer,Transfer,Paris,Marie Dubois,Inbound Europe,Completed,11,0,1511.44,990.66,520.7800000000001,34.5,EUR
BK-010924,2022-09-03,2022,9,September,3,Autumn,Saturday,1,Horizon Corp Events,Corporate,Europe,UK,Chateau Stay Bordeaux,Accommodation,Bordeaux,Jean-Luc Bernard,Inbound Americas,Completed,2,6,2338.37,1639.32,699.05,29.9,EUR
BK-010945,2022-09-03,2022,9,September,3,Autumn,Saturday,1,Amazon Corp Travel,Corporate,North America,USA,Private Car Service,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Completed,10,0,685.25,470.62,214.63,31.3,EUR
BK-010957,2022-09-03,2022,9,September,3,Autumn,Saturday,1,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Nice Coastal Tour,Tour,Nice,Isabelle Leroy,Inbound Europe,Completed,12,3,2383.09,1463.77,919.3200000000002,38.6,EUR
BK-010859,2022-09-04,2022,9,September,3,Autumn,Sunday,1,Horizon Corp Events,Corporate,Europe,UK,Nice Coastal Tour,Tour,Nice,Marie Dubois,Inbound Europe,Completed,6,1,937.47,653.86,283.61,30.3,EUR
BK-010892,2022-09-04,2022,9,September,3,Autumn,Sunday,1,Gulf Luxury Travel,Corporate,Middle East,UAE,Marseille Port Tour,Tour,Marseille,Pierre Martin,Inbound Europe,Completed,11,1,587.81,347.09,240.71999999999997,41.0,EUR
BK-010933,2022-09-04,2022,9,September,3,Autumn,Sunday,1,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Marseille Port Tour,Tour,Marseille,Sophie Laurent,Inbound Asia,Completed,12,1,761.35,582.25,179.10000000000002,23.5,EUR
BK-010886,2022-09-05,2022,9,September,3,Autumn,Monday,0,Maple Leaf Journeys,Agency,North America,Canada,Wine Tasting Bordeaux,Tour,Bordeaux,Pierre Martin,Inbound Europe,Completed,5,0,459.06,365.8,93.25999999999999,20.3,EUR
BK-010900,2022-09-05,2022,9,September,3,Autumn,Monday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,Private Car Service,Transfer,Multi-city,Isabelle Leroy,Inbound Europe,Completed,2,0,81.23,64.35,16.88000000000001,20.8,EUR
BK-010917,2022-09-05,2022,9,September,3,Autumn,Monday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Hotel Le Marais,Accommodation,Paris,Thomas Roux,Inbound Americas,Completed,2,6,3928.33,2707.58,1220.75,31.1,EUR
BK-010935,2022-09-05,2022,9,September,3,Autumn,Monday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,Nice Coastal Tour,Tour,Nice,Sophie Laurent,Inbound Asia,Completed,3,1,563.84,381.77,182.07000000000005,32.3,EUR
BK-010960,2022-09-05,2022,9,September,3,Autumn,Monday,0,Nordic Explorers AB,Agency,Europe,Sweden,Private Car Service,Transfer,Multi-city,Nicolas Petit,Inbound Asia,Completed,4,0,143.78,92.41,51.370000000000005,35.7,EUR
BK-010910,2022-09-06,2022,9,September,3,Autumn,Tuesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Mont Blanc Excursion,Tour,Chamonix,Marie Dubois,Inbound Europe,Completed,10,2,998.06,758.22,239.83999999999992,24.0,EUR
BK-010946,2022-09-06,2022,9,September,3,Autumn,Tuesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Hotel Vieux Lyon,Accommodation,Lyon,Sophie Laurent,Inbound Asia,Completed,1,13,1930.21,1271.33,658.8800000000001,34.1,EUR
BK-010867,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Nice Coastal Tour,Tour,Nice,Nicolas Petit,Inbound Asia,Completed,4,2,212.31,137.61,74.69999999999999,35.2,EUR
BK-010869,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,D-Day Normandy Tour,Tour,Normandy,Isabelle Leroy,Inbound Europe,Completed,3,2,278.64,185.25,93.38999999999999,33.5,EUR
BK-010890,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Direct Client - Web,Individual,North America,USA,Wine Tasting Bordeaux,Tour,Bordeaux,Nicolas Petit,Inbound Asia,Completed,1,0,111.07,72.08,38.989999999999995,35.1,EUR
BK-010899,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Ski Package Alps,Tour,Chamonix,Marie Dubois,Inbound Europe,Completed,5,3,735.42,473.78,261.64,35.6,EUR
BK-010904,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,D-Day Normandy Tour,Tour,Normandy,Camille Moreau,Corporate,Completed,8,1,1568.93,936.13,632.8000000000001,40.3,EUR
BK-010918,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Direct Client - Web,Individual,North America,USA,Lyon Food Tour,Tour,Lyon,Thomas Roux,Inbound Americas,Cancelled,5,1,450.29,324.24,126.05000000000001,28.0,EUR
BK-010926,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Hotel Negresco Nice,Accommodation,Nice,Sophie Laurent,Inbound Asia,Completed,9,6,15627.74,9282.92,6344.82,40.6,EUR
BK-010948,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Direct Client - Web,Individual,North America,USA,Hotel Promenade Nice,Accommodation,Nice,Isabelle Leroy,Inbound Europe,Completed,8,13,23258.01,16555.44,6702.57,28.8,EUR
BK-010953,2022-09-07,2022,9,September,3,Autumn,Wednesday,0,Southern Cross Holidays,Agency,Oceania,Australia,Strasbourg Christmas Tour,Tour,Strasbourg,Jean-Luc Bernard,Inbound Americas,Completed,2,2,143.42,84.57,58.849999999999994,41.0,EUR
BK-010863,2022-09-08,2022,9,September,3,Autumn,Thursday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,D-Day Normandy Tour,Tour,Normandy,Nicolas Petit,Inbound Asia,Completed,6,1,983.97,601.11,382.86,38.9,EUR
BK-010898,2022-09-09,2022,9,September,3,Autumn,Friday,0,Horizon Corp Events,Corporate,Europe,UK,Airport Transfer,Transfer,Paris,Isabelle Leroy,Inbound Europe,Completed,7,0,1032.95,744.98,287.97,27.9,EUR
BK-010959,2022-09-09,2022,9,September,3,Autumn,Friday,0,Horizon Corp Events,Corporate,Europe,UK,Versailles Day Trip,Tour,Versailles,Thomas Roux,Inbound Americas,Completed,2,1,132.97,94.24,38.730000000000004,29.1,EUR
BK-010875,2022-09-10,2022,9,September,3,Autumn,Saturday,1,Alpine Adventures GmbH,Agency,Europe,Germany,Private Car Service,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Completed,4,0,321.16,241.2,79.96000000000004,24.9,EUR
BK-010911,2022-09-10,2022,9,September,3,Autumn,Saturday,1,Roma Viaggi SRL,Agency,Europe,Italy,Hotel Le Marais,Accommodation,Paris,Sophie Laurent,Inbound Asia,Cancelled,7,14,23608.69,14891.75,8716.939999999999,36.9,EUR
BK-010915,2022-09-10,2022,9,September,3,Autumn,Saturday,1,Horizon Corp Events,Corporate,Europe,UK,Airport Transfer,Transfer,Paris,Isabelle Leroy,Inbound Europe,Completed,4,0,435.74,289.54,146.2,33.6,EUR
BK-010956,2022-09-10,2022,9,September,3,Autumn,Saturday,1,Direct Client - Walk-in,Individual,Europe,France,Versailles Day Trip,Tour,Versailles,Camille Moreau,Corporate,Completed,10,3,1171.74,776.32,395.41999999999996,33.7,EUR
BK-010938,2022-09-11,2022,9,September,3,Autumn,Sunday,1,Alpine Adventures GmbH,Agency,Europe,Germany,TGV Train Booking,Transfer,Multi-city,Isabelle Leroy,Inbound Europe,Completed,4,0,519.9,368.54,151.35999999999996,29.1,EUR
BK-010941,2022-09-11,2022,9,September,3,Autumn,Sunday,1,Nordic Explorers AB,Agency,Europe,Sweden,City Walking Tour,Tour,Paris,Isabelle Leroy,Inbound Europe,Completed,3,0,330.58,186.56,144.01999999999998,43.6,EUR
BK-010872,2022-09-12,2022,9,September,3,Autumn,Monday,0,Andalucia Sun Tours,Agency,Europe,Spain,City Walking Tour,Tour,Paris,Camille Moreau,Corporate,Completed,4,3,208.37,160.78,47.59,22.8,EUR
BK-010880,2022-09-12,2022,9,September,3,Autumn,Monday,0,Voyages Lumiere,Agency,Europe,France,Seine River Cruise,Tour,Paris,Pierre Martin,Inbound Europe,Completed,9,3,1039.32,710.77,328.54999999999995,31.6,EUR
BK-010954,2022-09-12,2022,9,September,3,Autumn,Monday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,TGV Train Booking,Transfer,Multi-city,Isabelle Leroy,Inbound Europe,Completed,5,0,745.91,515.24,230.66999999999996,30.9,EUR
BK-010873,2022-09-13,2022,9,September,3,Autumn,Tuesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,Provence Lavender Tour,Tour,Provence,Marie Dubois,Inbound Europe,Cancelled,5,1,922.29,584.39,337.9,36.6,EUR
BK-010882,2022-09-13,2022,9,September,3,Autumn,Tuesday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Strasbourg Christmas Tour,Tour,Strasbourg,Nicolas Petit,Inbound Asia,Completed,4,0,487.25,361.25,126.0,25.9,EUR
BK-010895,2022-09-13,2022,9,September,3,Autumn,Tuesday,0,Beijing Star International,Agency,Asia-Pacific,China,Wine Tasting Bordeaux,Tour,Bordeaux,Pierre Martin,Inbound Europe,Completed,7,0,861.19,581.54,279.6500000000001,32.5,EUR
BK-010909,2022-09-13,2022,9,September,3,Autumn,Tuesday,0,Andalucia Sun Tours,Agency,Europe,Spain,Hotel Negresco Nice,Accommodation,Nice,Isabelle Leroy,Inbound Europe,Completed,2,13,5104.97,3963.94,1141.0300000000002,22.4,EUR
BK-010893,2022-09-14,2022,9,September,3,Autumn,Wednesday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Hotel Le Marais,Accommodation,Paris,Isabelle Leroy,Inbound Europe,Completed,10,8,7282.94,5726.01,1556.9299999999994,21.4,EUR
BK-010920,2022-09-14,2022,9,September,3,Autumn,Wednesday,0,Horizon Corp Events,Corporate,Europe,UK,Wine Tasting Bordeaux,Tour,Bordeaux,Thomas Roux,Inbound Americas,Completed,8,1,558.47,367.19,191.28000000000003,34.3,EUR
BK-010921,2022-09-14,2022,9,September,3,Autumn,Wednesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Nice Coastal Tour,Tour,Nice,Pierre Martin,Inbound Europe,Completed,5,3,933.27,663.95,269.31999999999994,28.9,EUR
BK-010944,2022-09-14,2022,9,September,3,Autumn,Wednesday,0,Amazon Corp Travel,Corporate,North America,USA,Hotel Le Marais,Accommodation,Paris,Nicolas Petit,Inbound Asia,Cancelled,6,2,2347.58,1301.09,1046.49,44.6,EUR
BK-010866,2022-09-16,2022,9,September,3,Autumn,Friday,0,Nordic Explorers AB,Agency,Europe,Sweden,Airport Transfer,Transfer,Paris,Thomas Roux,Inbound Americas,Completed,9,0,558.42,402.09,156.32999999999998,28.0,EUR
BK-010919,2022-09-16,2022,9,September,3,Autumn,Friday,0,Beijing Star International,Agency,Asia-Pacific,China,Seine River Cruise,Tour,Paris,Sophie Laurent,Inbound Asia,Completed,11,3,2090.7,1503.58,587.1199999999999,28.1,EUR
BK-010884,2022-09-17,2022,9,September,3,Autumn,Saturday,1,Alpine Adventures GmbH,Agency,Europe,Germany,D-Day Normandy Tour,Tour,Normandy,Pierre Martin,Inbound Europe,Completed,9,2,636.44,464.98,171.46000000000004,26.9,EUR
BK-010894,2022-09-17,2022,9,September,3,Autumn,Saturday,1,Maple Leaf Journeys,Agency,North America,Canada,Seine River Cruise,Tour,Paris,Jean-Luc Bernard,Inbound Americas,Completed,12,0,1574.18,974.38,599.8000000000001,38.1,EUR
BK-010902,2022-09-17,2022,9,September,3,Autumn,Saturday,1,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Airport Transfer,Transfer,Paris,Thomas Roux,Inbound Americas,Completed,10,0,1440.45,1014.69,425.76,29.6,EUR
BK-010881,2022-09-18,2022,9,September,3,Autumn,Sunday,1,Amazon Corp Travel,Corporate,North America,USA,Ski Package Alps,Tour,Chamonix,Thomas Roux,Inbound Americas,Completed,12,2,2351.06,1391.52,959.54,40.8,EUR
BK-010896,2022-09-18,2022,9,September,3,Autumn,Sunday,1,Horizon Corp Events,Corporate,Europe,UK,Versailles Day Trip,Tour,Versailles,Marie Dubois,Inbound Europe,Completed,7,3,595.56,386.22,209.33999999999992,35.2,EUR
BK-010951,2022-09-18,2022,9,September,3,Autumn,Sunday,1,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Hotel Vieux Lyon,Accommodation,Lyon,Isabelle Leroy,Inbound Europe,Completed,6,11,9507.46,6744.12,2763.3399999999992,29.1,EUR
BK-010864,2022-09-19,2022,9,September,3,Autumn,Monday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Wine Tasting Bordeaux,Tour,Bordeaux,Isabelle Leroy,Inbound Europe,Completed,2,0,109.98,71.69,38.290000000000006,34.8,EUR
BK-010865,2022-09-19,2022,9,September,3,Autumn,Monday,0,Amazon Corp Travel,Corporate,North America,USA,City Walking Tour,Tour,Paris,Isabelle Leroy,Inbound Europe,Completed,9,3,529.37,363.51,165.86,31.3,EUR
BK-010870,2022-09-19,2022,9,September,3,Autumn,Monday,0,Amazon Corp Travel,Corporate,North America,USA,Chateau Stay Bordeaux,Accommodation,Bordeaux,Sophie Laurent,Inbound Asia,Cancelled,4,11,12896.61,8085.26,4811.35,37.3,EUR
BK-010897,2022-09-19,2022,9,September,3,Autumn,Monday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Private Car Service,Transfer,Multi-city,Nicolas Petit,Inbound Asia,Completed,1,0,66.38,41.27,25.109999999999992,37.8,EUR
BK-010912,2022-09-19,2022,9,September,3,Autumn,Monday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Private Car Service,Transfer,Multi-city,Thomas Roux,Inbound Americas,Completed,3,0,130.62,101.97,28.650000000000006,21.9,EUR
BK-010925,2022-09-19,2022,9,September,3,Autumn,Monday,0,Direct Client - Walk-in,Individual,Europe,France,Seine River Cruise,Tour,Paris,Pierre Martin,Inbound Europe,Completed,8,1,1592.15,1237.27,354.8800000000001,22.3,EUR
BK-010949,2022-09-19,2022,9,September,3,Autumn,Monday,0,Pacific Coast Tours,Agency,North America,USA,Hotel Vieux Lyon,Accommodation,Lyon,Sophie Laurent,Inbound Asia,Completed,7,4,5948.55,3991.29,1957.2600000000002,32.9,EUR
BK-010927,2022-09-20,2022,9,September,3,Autumn,Tuesday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Chateau Stay Bordeaux,Accommodation,Bordeaux,Jean-Luc Bernard,Inbound Americas,Completed,6,10,6870.69,4420.48,2450.21,35.7,EUR
BK-010932,2022-09-20,2022,9,September,3,Autumn,Tuesday,0,Beijing Star International,Agency,Asia-Pacific,China,Seine River Cruise,Tour,Paris,Isabelle Leroy,Inbound Europe,Completed,1,1,64.8,43.6,21.199999999999996,32.7,EUR
BK-010950,2022-09-20,2022,9,September,3,Autumn,Tuesday,0,Direct Client - Walk-in,Individual,Europe,France,Wine Tasting Bordeaux,Tour,Bordeaux,Marie Dubois,Inbound Europe,Cancelled,8,3,1550.97,1122.69,428.28,27.6,EUR
BK-010923,2022-09-21,2022,9,September,3,Autumn,Wednesday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Airport Transfer,Transfer,Paris,Marie Dubois,Inbound Europe,Completed,3,0,264.18,190.37,73.81,27.9,EUR
BK-010952,2022-09-21,2022,9,September,3,Autumn,Wednesday,0,Beijing Star International,Agency,Asia-Pacific,China,Ski Package Alps,Tour,Chamonix,Pierre Martin,Inbound Europe,Completed,10,2,637.54,473.37,164.16999999999996,25.8,EUR
BK-010888,2022-09-22,2022,9,September,3,Autumn,Thursday,0,Alpine Adventures GmbH,Agency,Europe,Germany,City Walking Tour,Tour,Paris,Jean-Luc Bernard,Inbound Americas,Completed,1,1,91.55,66.7,24.849999999999994,27.1,EUR
BK-010942,2022-09-22,2022,9,September,3,Autumn,Thursday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Hotel Promenade Nice,Accommodation,Nice,Nicolas Petit,Inbound Asia,Completed,7,10,6795.57,4978.6,1816.9699999999993,26.7,EUR
BK-010878,2022-09-23,2022,9,September,3,Autumn,Friday,0,Beijing Star International,Agency,Asia-Pacific,China,City Walking Tour,Tour,Paris,Isabelle Leroy,Inbound Europe,Completed,12,1,2323.38,1335.35,988.0300000000002,42.5,EUR
BK-010906,2022-09-23,2022,9,September,3,Autumn,Friday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Hotel Le Marais,Accommodation,Paris,Thomas Roux,Inbound Americas,Completed,7,2,1225.8,974.55,251.25,20.5,EUR
BK-010929,2022-09-23,2022,9,September,3,Autumn,Friday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Nice Coastal Tour,Tour,Nice,Camille Moreau,Corporate,Completed,6,1,1067.58,771.64,295.93999999999994,27.7,EUR
BK-010937,2022-09-23,2022,9,September,3,Autumn,Friday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Chateau Stay Bordeaux,Accommodation,Bordeaux,Isabelle Leroy,Inbound Europe,Completed,1,3,545.39,411.91,133.47999999999996,24.5,EUR
BK-010879,2022-09-24,2022,9,September,3,Autumn,Saturday,1,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Chateau Stay Bordeaux,Accommodation,Bordeaux,Pierre Martin,Inbound Europe,Completed,9,2,4224.05,2839.44,1384.6100000000001,32.8,EUR
BK-010887,2022-09-24,2022,9,September,3,Autumn,Saturday,1,Pacific Coast Tours,Agency,North America,USA,Strasbourg Christmas Tour,Tour,Strasbourg,Isabelle Leroy,Inbound Europe,Completed,6,0,819.55,596.33,223.2199999999999,27.2,EUR
BK-010861,2022-09-25,2022,9,September,3,Autumn,Sunday,1,Sakura Travel Group,Agency,Asia-Pacific,Japan,Nice Coastal Tour,Tour,Nice,Camille Moreau,Corporate,Completed,6,0,413.45,230.65,182.79999999999998,44.2,EUR
BK-010868,2022-09-25,2022,9,September,3,Autumn,Sunday,1,Sakura Travel Group,Agency,Asia-Pacific,Japan,D-Day Normandy Tour,Tour,Normandy,Jean-Luc Bernard,Inbound Americas,Completed,3,2,434.8,329.19,105.61000000000001,24.3,EUR
BK-010922,2022-09-25,2022,9,September,3,Autumn,Sunday,1,Gulf Luxury Travel,Corporate,Middle East,UAE,TGV Train Booking,Transfer,Multi-city,Thomas Roux,Inbound Americas,Completed,9,0,337.91,264.21,73.70000000000005,21.8,EUR
BK-010936,2022-09-25,2022,9,September,3,Autumn,Sunday,1,Gulf Luxury Travel,Corporate,Middle East,UAE,Mont Blanc Excursion,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,9,2,1787.03,1366.21,420.81999999999994,23.5,EUR
BK-010856,2022-09-26,2022,9,September,3,Autumn,Monday,0,Alpine Adventures GmbH,Agency,Europe,Germany,TGV Train Booking,Transfer,Multi-city,Marie Dubois,Inbound Europe,Completed,3,0,399.58,295.64,103.94,26.0,EUR
BK-010858,2022-09-26,2022,9,September,3,Autumn,Monday,0,Horizon Corp Events,Corporate,Europe,UK,Ski Package Alps,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,1,2,115.71,64.91,50.8,43.9,EUR
BK-010901,2022-09-26,2022,9,September,3,Autumn,Monday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Wine Tasting Bordeaux,Tour,Bordeaux,Nicolas Petit,Inbound Asia,Completed,5,2,755.13,434.47,320.65999999999997,42.5,EUR
BK-010930,2022-09-26,2022,9,September,3,Autumn,Monday,0,Nordic Explorers AB,Agency,Europe,Sweden,TGV Train Booking,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Completed,4,0,323.15,184.77,138.37999999999997,42.8,EUR
BK-010891,2022-09-27,2022,9,September,3,Autumn,Tuesday,0,Swiss Premium Tours,Agency,Europe,Switzerland,TGV Train Booking,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Cancelled,8,0,678.64,433.63,245.01,36.1,EUR
BK-010928,2022-09-27,2022,9,September,3,Autumn,Tuesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,Nice Coastal Tour,Tour,Nice,Sophie Laurent,Inbound Asia,Completed,3,1,437.97,325.29,112.68,25.7,EUR
BK-010934,2022-09-27,2022,9,September,3,Autumn,Tuesday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Versailles Day Trip,Tour,Versailles,Camille Moreau,Corporate,Completed,7,2,852.4,537.93,314.47,36.9,EUR
BK-010940,2022-09-27,2022,9,September,3,Autumn,Tuesday,0,Roma Viaggi SRL,Agency,Europe,Italy,City Walking Tour,Tour,Paris,Jean-Luc Bernard,Inbound Americas,Completed,9,3,1732.2,1287.1,445.10000000000014,25.7,EUR
BK-010883,2022-09-28,2022,9,September,3,Autumn,Wednesday,0,Direct Client - Walk-in,Individual,Europe,France,Hotel Le Marais,Accommodation,Paris,Sophie Laurent,Inbound Asia,Completed,9,9,26351.41,17652.76,8698.650000000001,33.0,EUR
BK-010889,2022-09-28,2022,9,September,3,Autumn,Wednesday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Wine Tasting Bordeaux,Tour,Bordeaux,Nicolas Petit,Inbound Asia,Completed,3,3,462.95,266.57,196.38,42.4,EUR
BK-010907,2022-09-28,2022,9,September,3,Autumn,Wednesday,0,Amazon Corp Travel,Corporate,North America,USA,Private Car Service,Transfer,Multi-city,Camille Moreau,Corporate,Completed,8,0,557.59,369.9,187.69000000000005,33.7,EUR
BK-010913,2022-09-28,2022,9,September,3,Autumn,Wednesday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Wine Tasting Bordeaux,Tour,Bordeaux,Pierre Martin,Inbound Europe,Completed,5,1,386.19,224.24,161.95,41.9,EUR
BK-010939,2022-09-28,2022,9,September,3,Autumn,Wednesday,0,Voyages Lumiere,Agency,Europe,France,Hotel Le Marais,Accommodation,Paris,Marie Dubois,Inbound Europe,Completed,5,14,13099.89,9801.94,3297.949999999999,25.2,EUR
BK-010877,2022-09-29,2022,9,September,3,Autumn,Thursday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Hotel Negresco Nice,Accommodation,Nice,Thomas Roux,Inbound Americas,Completed,2,3,627.15,398.91,228.23999999999995,36.4,EUR
BK-010908,2022-09-29,2022,9,September,3,Autumn,Thursday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,D-Day Normandy Tour,Tour,Normandy,Jean-Luc Bernard,Inbound Americas,Cancelled,7,1,739.25,493.85,245.39999999999998,33.2,EUR
BK-010855,2022-09-30,2022,9,September,3,Autumn,Friday,0,Southern Cross Holidays,Agency,Oceania,Australia,Hotel Le Marais,Accommodation,Paris,Marie Dubois,Inbound Europe,Cancelled,2,11,5721.16,3407.3,2313.8599999999997,40.4,EUR
BK-010874,2022-09-30,2022,9,September,3,Autumn,Friday,0,Roma Viaggi SRL,Agency,Europe,Italy,D-Day Normandy Tour,Tour,Normandy,Sophie Laurent,Inbound Asia,Completed,2,3,151.3,111.09,40.21000000000001,26.6,EUR
BK-010903,2022-09-30,2022,9,September,3,Autumn,Friday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Wine Tasting Bordeaux,Tour,Bordeaux,Pierre Martin,Inbound Europe,Completed,11,1,1541.3,1110.78,430.52,27.9,EUR
BK-010916,2022-09-30,2022,9,September,3,Autumn,Friday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,City Walking Tour,Tour,Paris,Pierre Martin,Inbound Europe,Cancelled,8,0,1528.18,1154.52,373.6600000000001,24.5,EUR
BK-010955,2022-09-30,2022,9,September,3,Autumn,Friday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Hotel Vieux Lyon,Accommodation,Lyon,Marie Dubois,Inbound Europe,Completed,3,1,580.9,401.0,179.89999999999998,31.0,EUR
BK-010975,2022-10-01,2022,10,October,4,Autumn,Saturday,1,Amazon Corp Travel,Corporate,North America,USA,Versailles Day Trip,Tour,Versailles,Jean-Luc Bernard,Inbound Americas,Completed,2,0,178.33,114.15,64.18,36.0,EUR
BK-010977,2022-10-02,2022,10,October,4,Autumn,Sunday,1,Beijing Star International,Agency,Asia-Pacific,China,Mont Blanc Excursion,Tour,Chamonix,Isabelle Leroy,Inbound Europe,Completed,3,1,569.75,418.89,150.86,26.5,EUR
BK-011013,2022-10-02,2022,10,October,4,Autumn,Sunday,1,Pacific Coast Tours,Agency,North America,USA,Private Car Service,Transfer,Multi-city,Nicolas Petit,Inbound Asia,Completed,11,0,672.16,456.12,216.03999999999996,32.1,EUR
BK-011019,2022-10-02,2022,10,October,4,Autumn,Sunday,1,Andalucia Sun Tours,Agency,Europe,Spain,Chateau Stay Bordeaux,Accommodation,Bordeaux,Thomas Roux,Inbound Americas,Completed,8,10,20186.87,13527.43,6659.439999999999,33.0,EUR
BK-010997,2022-10-04,2022,10,October,4,Autumn,Tuesday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Hotel Le Marais,Accommodation,Paris,Pierre Martin,Inbound Europe,Completed,9,2,3665.34,2486.49,1178.8500000000004,32.2,EUR
BK-011009,2022-10-05,2022,10,October,4,Autumn,Wednesday,0,Direct Client - Walk-in,Individual,Europe,France,Versailles Day Trip,Tour,Versailles,Nicolas Petit,Inbound Asia,Completed,9,0,563.02,423.61,139.40999999999997,24.8,EUR
BK-010961,2022-10-06,2022,10,October,4,Autumn,Thursday,0,Voyages Lumiere,Agency,Europe,France,TGV Train Booking,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Completed,9,0,443.99,290.09,153.90000000000003,34.7,EUR
BK-010983,2022-10-06,2022,10,October,4,Autumn,Thursday,0,Direct Client - Web,Individual,North America,USA,Marseille Port Tour,Tour,Marseille,Isabelle Leroy,Inbound Europe,Completed,6,2,463.06,341.69,121.37,26.2,EUR
BK-011001,2022-10-06,2022,10,October,4,Autumn,Thursday,0,Direct Client - Walk-in,Individual,Europe,France,Wine Tasting Bordeaux,Tour,Bordeaux,Camille Moreau,Corporate,Completed,4,3,332.19,220.44,111.75,33.6,EUR
BK-011022,2022-10-06,2022,10,October,4,Autumn,Thursday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Nice Coastal Tour,Tour,Nice,Camille Moreau,Corporate,Completed,12,1,715.13,444.15,270.98,37.9,EUR
BK-011004,2022-10-07,2022,10,October,4,Autumn,Friday,0,Horizon Corp Events,Corporate,Europe,UK,Mont Blanc Excursion,Tour,Chamonix,Marie Dubois,Inbound Europe,Completed,5,2,626.65,425.9,200.75,32.0,EUR
BK-010978,2022-10-08,2022,10,October,4,Autumn,Saturday,1,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Mont Blanc Excursion,Tour,Chamonix,Sophie Laurent,Inbound Asia,Completed,5,3,554.93,396.22,158.70999999999992,28.6,EUR
BK-010979,2022-10-08,2022,10,October,4,Autumn,Saturday,1,Andalucia Sun Tours,Agency,Europe,Spain,Provence Lavender Tour,Tour,Provence,Isabelle Leroy,Inbound Europe,Completed,9,3,1572.11,877.5,694.6099999999999,44.2,EUR
