booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-020434,2024-05-05,2024-06-16,2024-06-19,20,Swiss Premium Tours,5,Wine Tasting Bordeaux,Tour,Bordeaux,1,Marie Dubois,Cancelled,12,3,802.5,545.83,EUR
BK-020435,2024-05-25,2024-06-08,2024-06-10,14,Direct Client - Web,4,Seine River Cruise,Tour,Paris,8,Thomas Roux,Completed,4,2,672.41,461.18,EUR
BK-020436,2024-05-11,2024-07-09,2024-07-11,14,Direct Client - Web,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,1,2,147.35,83.26,EUR
BK-020437,2024-05-28,2024-08-05,2024-08-06,17,Andalucia Sun Tours,1,City Walking Tour,Tour,Paris,4,Jean-Luc Bernard,Completed,2,1,357.84,216.79,EUR
BK-020438,2024-05-23,2024-05-31,2024-06-13,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Cancelled,9,13,39467.51,22216.47,EUR
BK-020439,2024-05-10,2024-06-24,2024-06-25,7,Beijing Star International,13,Private Car Service,Transfer,Multi-city,4,Jean-Luc Bernard,Completed,4,0,493.16,342.51,EUR
BK-020440,2024-05-20,2024-07-06,2024-07-08,11,Roma Viaggi SRL,5,Wine Tasting Bordeaux,Tour,Bordeaux,8,Thomas Roux,Cancelled,1,2,100.85,63.45,EUR
BK-020441,2024-05-11,2024-07-11,2024-07-12,13,Direct Client - Walk-in,17,Strasbourg Christmas Tour,Tour,Strasbourg,4,Jean-Luc Bernard,Completed,9,1,1184.29,895.29,EUR
BK-020442,2024-05-06,2024-06-10,2024-06-13,3,Pacific Coast Tours,5,Wine Tasting Bordeaux,Tour,Bordeaux,7,Isabelle Leroy,Completed,2,3,299.53,220.71,EUR
BK-020443,2024-05-06,2024-08-03,2024-08-06,19,Amazon Corp Travel,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,12,3,1051.69,688.32,EUR
BK-020444,2024-05-31,2024-06-28,2024-06-29,7,Beijing Star International,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,11,1,3830.92,2556.74,EUR
BK-020445,2024-05-25,2024-08-22,2024-08-29,17,Andalucia Sun Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,2,Pierre Martin,Completed,10,7,24327.57,14530.92,EUR
BK-020446,2024-05-20,2024-06-09,2024-06-21,19,Amazon Corp Travel,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,5,Camille Moreau,Completed,2,12,6921.87,5040.38,EUR
BK-020447,2024-05-31,2024-08-29,2024-09-01,17,Andalucia Sun Tours,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,7,3,2731.39,1666.59,EUR
BK-020448,2024-05-28,2024-06-10,2024-06-12,9,Maple Leaf Journeys,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Completed,6,2,550.38,418.74,EUR
BK-020449,2024-05-11,2024-07-19,2024-07-20,3,Pacific Coast Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,5,Camille Moreau,Completed,1,1,57.67,35.07,EUR
BK-020450,2024-05-01,2024-05-27,2024-06-05,5,Gulf Luxury Travel,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Cancelled,8,9,9468.84,6788.54,EUR
BK-020451,2024-05-01,2024-06-10,2024-06-13,12,Kiwi Adventures Ltd,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Completed,2,3,227.99,170.61,EUR
BK-020452,2024-05-14,2024-08-06,2024-08-07,7,Beijing Star International,5,Wine Tasting Bordeaux,Tour,Bordeaux,3,Sophie Laurent,Completed,12,0,2028.76,1146.09,EUR
BK-020453,2024-05-28,2024-08-06,2024-08-08,13,Direct Client - Walk-in,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,11,2,897.04,591.65,EUR
BK-020454,2024-05-22,2024-07-29,2024-07-30,7,Beijing Star International,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,10,1,755.0,483.48,EUR
BK-020455,2024-05-17,2024-08-02,2024-08-05,15,Horizon Corp Events,10,Mont Blanc Excursion,Tour,Chamonix,4,Jean-Luc Bernard,Completed,7,3,569.8,369.89,EUR
BK-020456,2024-05-28,2024-08-07,2024-08-10,2,Alpine Adventures GmbH,10,Mont Blanc Excursion,Tour,Chamonix,2,Pierre Martin,Cancelled,8,3,589.24,382.14,EUR
BK-020457,2024-05-17,2024-05-19,2024-05-23,13,Direct Client - Walk-in,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,10,4,3730.3,2821.39,EUR
BK-020458,2024-05-29,2024-08-23,2024-08-28,19,Amazon Corp Travel,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,11,5,5741.03,4315.84,EUR
BK-020459,2024-05-28,2024-08-20,2024-09-03,2,Alpine Adventures GmbH,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,2,14,2701.64,2128.05,EUR
BK-020460,2024-05-14,2024-06-14,2024-06-15,14,Direct Client - Web,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,3,0,278.7,178.57,EUR
BK-020461,2024-05-03,2024-06-10,2024-06-12,15,Horizon Corp Events,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,3,2,223.28,154.9,EUR
BK-020462,2024-05-27,2024-06-10,2024-06-12,17,Andalucia Sun Tours,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,2,2,110.92,81.28,EUR
BK-020463,2024-05-24,2024-05-30,2024-05-31,6,Southern Cross Holidays,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,1,0,65.54,45.73,EUR
BK-020464,2024-05-15,2024-06-18,2024-06-29,11,Roma Viaggi SRL,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Cancelled,9,11,30087.49,21243.72,EUR
BK-020465,2024-05-24,2024-07-12,2024-07-14,9,Maple Leaf Journeys,5,Wine Tasting Bordeaux,Tour,Bordeaux,2,Pierre Martin,Completed,1,2,112.46,79.47,EUR
BK-020466,2024-05-10,2024-06-20,2024-07-04,8,Nordic Explorers AB,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Completed,2,14,5495.14,3099.23,EUR
BK-020467,2024-05-22,2024-06-27,2024-06-28,17,Andalucia Sun Tours,5,Wine Tasting Bordeaux,Tour,Bordeaux,4,Jean-Luc Bernard,Completed,6,1,539.47,331.0,EUR
BK-020468,2024-05-15,2024-05-25,2024-06-05,1,Sakura Travel Group,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,3,11,8133.42,5235.61,EUR
BK-020469,2024-05-22,2024-08-15,2024-08-17,1,Sakura Travel Group,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,7,2,816.73,500.77,EUR
BK-020470,2024-05-30,2024-06-28,2024-06-29,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,2,Pierre Martin,Completed,5,0,591.31,437.62,EUR
BK-020471,2024-05-24,2024-06-02,2024-06-12,18,Thai Smile Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,3,Sophie Laurent,Completed,5,10,14175.53,9848.41,EUR
BK-020472,2024-05-27,2024-06-20,2024-06-21,12,Kiwi Adventures Ltd,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,1,0,126.35,96.64,EUR
BK-020473,2024-05-05,2024-05-20,2024-05-23,18,Thai Smile Holidays,15,Provence Lavender Tour,Tour,Provence,1,Marie Dubois,Completed,2,3,391.66,230.88,EUR
BK-020474,2024-05-06,2024-06-18,2024-06-19,11,Roma Viaggi SRL,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,8,0,947.2,754.65,EUR
BK-020475,2024-05-24,2024-08-09,2024-08-13,20,Swiss Premium Tours,3,Hotel Le Marais,Accommodation,Paris,5,Camille Moreau,Completed,4,4,1514.04,1142.47,EUR
BK-020476,2024-05-06,2024-06-22,2024-06-23,6,Southern Cross Holidays,2,Airport Transfer,Transfer,Paris,8,Thomas Roux,Completed,5,0,510.21,384.45,EUR
BK-020477,2024-05-08,2024-07-19,2024-07-28,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Cancelled,1,9,2563.6,2007.05,EUR
BK-020478,2024-05-22,2024-06-21,2024-07-02,13,Direct Client - Walk-in,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,5,11,7525.73,5237.97,EUR
BK-020479,2024-05-27,2024-08-07,2024-08-08,17,Andalucia Sun Tours,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,4,0,227.89,126.84,EUR
BK-020480,2024-05-09,2024-05-22,2024-05-25,8,Nordic Explorers AB,10,Mont Blanc Excursion,Tour,Chamonix,3,Sophie Laurent,Completed,10,3,1473.27,1000.11,EUR
BK-020481,2024-05-11,2024-05-19,2024-05-22,4,Voyages Lumiere,9,Lyon Food Tour,Tour,Lyon,6,Nicolas Petit,Completed,10,3,541.6,340.52,EUR
BK-020482,2024-05-30,2024-06-27,2024-06-30,6,Southern Cross Holidays,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,1,3,142.14,95.35,EUR
BK-020483,2024-05-16,2024-07-29,2024-08-08,4,Voyages Lumiere,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Cancelled,8,10,9097.28,7140.58,EUR
BK-020484,2024-05-01,2024-05-05,2024-05-07,12,Kiwi Adventures Ltd,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,9,2,1367.46,924.45,EUR
BK-020485,2024-05-31,2024-08-07,2024-08-08,11,Roma Viaggi SRL,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,4,0,349.85,260.7,EUR
BK-020486,2024-05-13,2024-07-01,2024-07-04,5,Gulf Luxury Travel,1,City Walking Tour,Tour,Paris,4,Jean-Luc Bernard,Completed,7,3,747.37,421.9,EUR
BK-020487,2024-05-29,2024-07-29,2024-07-30,5,Gulf Luxury Travel,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,9,0,592.59,326.16,EUR
BK-020488,2024-05-20,2024-06-16,2024-06-17,12,Kiwi Adventures Ltd,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,9,1,1365.81,951.16,EUR
BK-020489,2024-05-10,2024-06-07,2024-06-08,12,Kiwi Adventures Ltd,19,Ski Package Alps,Tour,Chamonix,2,Pierre Martin,Completed,7,1,369.13,239.56,EUR
BK-020490,2024-05-11,2024-07-12,2024-07-14,5,Gulf Luxury Travel,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Cancelled,7,2,938.67,738.53,EUR
BK-020491,2024-05-07,2024-08-01,2024-08-04,7,Beijing Star International,4,Seine River Cruise,Tour,Paris,7,Isabelle Leroy,Completed,8,3,1027.89,683.53,EUR
BK-020492,2024-05-27,2024-08-18,2024-08-19,8,Nordic Explorers AB,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,4,0,492.49,380.01,EUR
BK-020493,2024-05-27,2024-08-01,2024-08-14,20,Swiss Premium Tours,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Cancelled,1,13,1774.27,1252.69,EUR
BK-020494,2024-05-08,2024-07-24,2024-07-25,5,Gulf Luxury Travel,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,1,0,92.63,63.39,EUR
BK-020495,2024-05-06,2024-07-22,2024-07-25,8,Nordic Explorers AB,18,Marseille Port Tour,Tour,Marseille,5,Camille Moreau,Completed,12,3,2157.14,1236.58,EUR
BK-020496,2024-05-26,2024-08-12,2024-08-26,10,Seoul Wanderers Co.,16,Hotel Vieux Lyon,Accommodation,Lyon,8,Thomas Roux,Completed,6,14,12896.55,8671.14,EUR
BK-020497,2024-05-21,2024-07-18,2024-07-19,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,1,Marie Dubois,Completed,10,0,1974.4,1312.39,EUR
BK-020498,2024-05-10,2024-06-26,2024-06-27,11,Roma Viaggi SRL,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,8,0,463.69,299.65,EUR
BK-020499,2024-05-02,2024-07-26,2024-07-28,1,Sakura Travel Group,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Completed,8,2,646.71,500.72,EUR
BK-020500,2024-05-28,2024-08-11,2024-08-12,17,Andalucia Sun Tours,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,5,0,857.77,623.12,EUR
BK-020501,2024-05-29,2024-07-09,2024-07-11,7,Beijing Star International,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Completed,8,2,1426.58,1109.85,EUR
BK-020502,2024-05-29,2024-08-25,2024-08-28,15,Horizon Corp Events,17,Strasbourg Christmas Tour,Tour,Strasbourg,2,Pierre Martin,Completed,11,3,1736.2,1368.51,EUR
BK-020503,2024-05-04,2024-06-23,2024-06-26,6,Southern Cross Holidays,11,D-Day Normandy Tour,Tour,Normandy,4,Jean-Luc Bernard,Completed,7,3,609.61,451.6,EUR
BK-020504,2024-05-09,2024-07-17,2024-07-20,18,Thai Smile Holidays,11,D-Day Normandy Tour,Tour,Normandy,7,Isabelle Leroy,Completed,8,3,1519.65,877.74,EUR
BK-020505,2024-05-11,2024-07-12,2024-07-21,3,Pacific Coast Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,3,Sophie Laurent,Completed,10,9,27613.61,16335.15,EUR
BK-020506,2024-05-18,2024-08-06,2024-08-08,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,5,Camille Moreau,Completed,10,2,1932.93,1344.59,EUR
BK-020507,2024-05-13,2024-05-17,2024-05-19,4,Voyages Lumiere,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Cancelled,11,2,2198.99,1637.36,EUR
BK-020508,2024-05-07,2024-07-06,2024-07-07,9,Maple Leaf Journeys,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,8,1,2582.27,1551.43,EUR
BK-020509,2024-05-12,2024-07-24,2024-07-25,16,Mumbai Getaways Pvt,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,8,0,1028.72,677.72,EUR
BK-020510,2024-05-09,2024-06-11,2024-06-12,9,Maple Leaf Journeys,18,Marseille Port Tour,Tour,Marseille,5,Camille Moreau,Completed,1,0,50.72,37.36,EUR
BK-020511,2024-05-26,2024-07-22,2024-07-23,14,Direct Client - Web,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,3,0,175.84,134.58,EUR
BK-020512,2024-05-24,2024-07-18,2024-07-19,15,Horizon Corp Events,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,3,0,412.94,281.22,EUR
BK-020513,2024-05-24,2024-08-04,2024-08-06,10,Seoul Wanderers Co.,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,8,2,1508.72,1109.91,EUR
BK-020514,2024-05-19,2024-07-21,2024-07-22,12,Kiwi Adventures Ltd,19,Ski Package Alps,Tour,Chamonix,2,Pierre Martin,Completed,11,1,2067.51,1385.46,EUR
BK-020515,2024-05-14,2024-07-06,2024-07-08,15,Horizon Corp Events,11,D-Day Normandy Tour,Tour,Normandy,6,Nicolas Petit,Completed,9,2,1666.8,1109.02,EUR
BK-020516,2024-05-31,2024-08-25,2024-09-05,16,Mumbai Getaways Pvt,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Cancelled,1,11,3373.34,2127.41,EUR
BK-020517,2024-05-24,2024-08-22,2024-08-24,19,Amazon Corp Travel,5,Wine Tasting Bordeaux,Tour,Bordeaux,1,Marie Dubois,Completed,7,2,1077.86,726.36,EUR
BK-020518,2024-05-11,2024-06-05,2024-06-06,1,Sakura Travel Group,13,Private Car Service,Transfer,Multi-city,2,Pierre Martin,Completed,8,0,517.9,313.9,EUR
BK-020519,2024-05-02,2024-05-23,2024-05-24,13,Direct Client - Walk-in,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,1,0,65.22,39.15,EUR
BK-020520,2024-05-22,2024-07-12,2024-07-20,12,Kiwi Adventures Ltd,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Completed,8,8,18536.38,10197.78,EUR
BK-020521,2024-05-05,2024-07-02,2024-07-05,4,Voyages Lumiere,19,Ski Package Alps,Tour,Chamonix,8,Thomas Roux,Completed,7,3,573.64,452.81,EUR
BK-020522,2024-05-28,2024-07-05,2024-07-17,15,Horizon Corp Events,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,3,Sophie Laurent,Completed,10,12,32950.68,25674.96,EUR
BK-020523,2024-05-07,2024-07-12,2024-07-13,16,Mumbai Getaways Pvt,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,8,0,877.17,687.03,EUR
BK-020524,2024-05-29,2024-07-25,2024-07-26,5,Gulf Luxury Travel,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Completed,5,0,297.94,169.22,EUR
BK-020525,2024-05-08,2024-07-21,2024-07-27,17,Andalucia Sun Tours,3,Hotel Le Marais,Accommodation,Paris,5,Camille Moreau,Completed,7,6,6452.52,4327.21,EUR
BK-020526,2024-05-02,2024-06-08,2024-06-09,15,Horizon Corp Events,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,11,0,389.14,233.89,EUR
BK-020527,2024-05-13,2024-08-10,2024-08-12,12,Kiwi Adventures Ltd,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,11,2,1891.68,1226.22,EUR
BK-020528,2024-05-09,2024-05-13,2024-05-27,16,Mumbai Getaways Pvt,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,2,14,8780.44,5168.89,EUR
BK-020529,2024-05-02,2024-06-27,2024-06-28,15,Horizon Corp Events,13,Private Car Service,Transfer,Multi-city,7,Isabelle Leroy,Completed,7,0,1024.92,637.11,EUR
BK-020530,2024-05-08,2024-07-29,2024-08-03,6,Southern Cross Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,2,Pierre Martin,Completed,12,5,18771.45,14913.15,EUR
BK-020531,2024-05-11,2024-06-09,2024-06-18,14,Direct Client - Web,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,2,Pierre Martin,Completed,8,9,16454.91,9099.67,EUR
BK-020532,2024-05-03,2024-06-03,2024-06-04,11,Roma Viaggi SRL,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,4,0,312.07,189.08,EUR
BK-020533,2024-05-15,2024-07-26,2024-07-29,10,Seoul Wanderers Co.,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,6,3,1048.94,611.89,EUR
BK-020534,2024-05-04,2024-05-08,2024-05-09,12,Kiwi Adventures Ltd,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,8,0,410.08,324.38,EUR
BK-020535,2024-05-31,2024-07-18,2024-07-19,18,Thai Smile Holidays,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,9,0,802.13,601.17,EUR
BK-020536,2024-05-05,2024-05-30,2024-06-02,6,Southern Cross Holidays,11,D-Day Normandy Tour,Tour,Normandy,6,Nicolas Petit,Completed,9,3,986.15,579.48,EUR
BK-020537,2024-05-11,2024-07-06,2024-07-07,13,Direct Client - Walk-in,1,City Walking Tour,Tour,Paris,3,Sophie Laurent,Completed,6,0,898.96,508.57,EUR
BK-020538,2024-05-26,2024-08-10,2024-08-12,3,Pacific Coast Tours,15,Provence Lavender Tour,Tour,Provence,4,Jean-Luc Bernard,Completed,8,2,1452.99,890.12,EUR
BK-020539,2024-05-03,2024-05-26,2024-05-27,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Completed,6,1,776.96,431.19,EUR
BK-020540,2024-05-16,2024-07-10,2024-07-12,7,Beijing Star International,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,5,Camille Moreau,Completed,7,2,4005.25,2600.12,EUR
BK-020541,2024-05-03,2024-06-13,2024-06-16,11,Roma Viaggi SRL,5,Wine Tasting Bordeaux,Tour,Bordeaux,4,Jean-Luc Bernard,Completed,3,3,515.58,300.0,EUR
BK-020542,2024-05-09,2024-07-06,2024-07-07,17,Andalucia Sun Tours,2,Airport Transfer,Transfer,Paris,2,Pierre Martin,Completed,1,0,42.87,29.24,EUR
BK-020543,2024-05-19,2024-07-15,2024-07-25,18,Thai Smile Holidays,3,Hotel Le Marais,Accommodation,Paris,5,Camille Moreau,Cancelled,1,10,2890.86,1991.48,EUR
BK-020544,2024-05-22,2024-06-24,2024-07-02,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Completed,3,8,7714.69,5236.98,EUR
BK-020545,2024-05-30,2024-08-15,2024-08-16,1,Sakura Travel Group,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,6,1,1314.28,987.82,EUR
BK-020546,2024-05-01,2024-06-13,2024-06-14,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,2,Pierre Martin,Completed,5,0,262.06,158.33,EUR
BK-020547,2024-05-01,2024-06-14,2024-06-15,18,Thai Smile Holidays,2,Airport Transfer,Transfer,Paris,2,Pierre Martin,Completed,12,0,1399.27,786.47,EUR
BK-020548,2024-05-31,2024-06-29,2024-07-02,19,Amazon Corp Travel,11,D-Day Normandy Tour,Tour,Normandy,1,Marie Dubois,Completed,11,3,854.22,492.39,EUR
BK-020549,2024-05-03,2024-05-16,2024-05-19,19,Amazon Corp Travel,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,7,3,373.14,218.02,EUR
BK-020550,2024-05-06,2024-06-13,2024-06-16,14,Direct Client - Web,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,3,3,377.57,221.73,EUR
BK-020551,2024-05-24,2024-07-08,2024-07-09,13,Direct Client - Walk-in,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,1,1,118.56,89.18,EUR
BK-020552,2024-05-27,2024-08-07,2024-08-09,20,Swiss Premium Tours,9,Lyon Food Tour,Tour,Lyon,2,Pierre Martin,Completed,3,2,324.96,248.76,EUR
BK-020553,2024-05-08,2024-06-06,2024-06-18,9,Maple Leaf Journeys,3,Hotel Le Marais,Accommodation,Paris,7,Isabelle Leroy,Completed,6,12,13871.4,10011.16,EUR
BK-020554,2024-05-29,2024-06-14,2024-06-17,12,Kiwi Adventures Ltd,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,9,3,1302.82,785.3,EUR
BK-020555,2024-05-19,2024-08-07,2024-08-08,2,Alpine Adventures GmbH,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Completed,4,0,565.02,391.25,EUR
BK-020556,2024-05-10,2024-08-02,2024-08-05,9,Maple Leaf Journeys,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,1,3,129.25,75.75,EUR
BK-020557,2024-05-30,2024-08-11,2024-08-12,5,Gulf Luxury Travel,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Cancelled,4,1,213.78,170.82,EUR
BK-020558,2024-05-29,2024-08-08,2024-08-15,9,Maple Leaf Journeys,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,3,7,4022.96,3110.35,EUR
BK-020559,2024-05-19,2024-07-05,2024-07-06,16,Mumbai Getaways Pvt,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Completed,6,0,571.74,331.4,EUR
BK-020560,2024-05-23,2024-07-04,2024-07-05,19,Amazon Corp Travel,17,Strasbourg Christmas Tour,Tour,Strasbourg,4,Jean-Luc Bernard,Completed,5,1,913.38,510.61,EUR
BK-020561,2024-05-09,2024-07-30,2024-07-31,16,Mumbai Getaways Pvt,9,Lyon Food Tour,Tour,Lyon,6,Nicolas Petit,Completed,10,1,1318.59,893.33,EUR
BK-020562,2024-05-01,2024-06-26,2024-07-03,12,Kiwi Adventures Ltd,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Cancelled,10,7,9307.13,5980.89,EUR
BK-020563,2024-05-14,2024-06-02,2024-06-05,6,Southern Cross Holidays,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,4,3,448.59,273.19,EUR
BK-020564,2024-05-16,2024-06-29,2024-07-04,4,Voyages Lumiere,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Cancelled,10,5,13983.65,10151.14,EUR
BK-020565,2024-05-31,2024-07-14,2024-07-28,18,Thai Smile Holidays,16,Hotel Vieux Lyon,Accommodation,Lyon,1,Marie Dubois,Completed,3,14,13623.67,10161.3,EUR
BK-020566,2024-05-28,2024-06-15,2024-06-16,3,Pacific Coast Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,8,0,496.8,394.11,EUR
BK-020567,2024-05-19,2024-06-26,2024-06-27,1,Sakura Travel Group,12,TGV Train Booking,Transfer,Multi-city,3,Sophie Laurent,Completed,12,0,916.67,677.97,EUR
BK-020568,2024-05-15,2024-06-13,2024-06-14,7,Beijing Star International,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Completed,2,0,298.56,226.83,EUR
BK-020569,2024-05-08,2024-07-27,2024-07-28,7,Beijing Star International,3,Hotel Le Marais,Accommodation,Paris,3,Sophie Laurent,Completed,4,1,1114.83,647.63,EUR
BK-020570,2024-05-27,2024-08-20,2024-08-23,19,Amazon Corp Travel,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Completed,7,3,793.13,532.66,EUR
BK-020571,2024-05-16,2024-07-17,2024-07-18,4,Voyages Lumiere,5,Wine Tasting Bordeaux,Tour,Bordeaux,2,Pierre Martin,Completed,11,0,1989.6,1241.15,EUR
BK-020572,2024-05-17,2024-06-19,2024-07-01,15,Horizon Corp Events,8,Hotel Promenade Nice,Accommodation,Nice,3,Sophie Laurent,Completed,7,12,7124.69,4069.86,EUR
BK-020573,2024-05-16,2024-07-16,2024-07-29,12,Kiwi Adventures Ltd,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,4,13,16325.4,12027.64,EUR
BK-020574,2024-05-05,2024-06-16,2024-06-17,20,Swiss Premium Tours,7,Nice Coastal Tour,Tour,Nice,3,Sophie Laurent,Completed,3,1,268.65,171.94,EUR
BK-020575,2024-05-16,2024-07-13,2024-07-21,15,Horizon Corp Events,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,5,Camille Moreau,Completed,6,8,9618.88,6105.77,EUR
BK-020576,2024-05-04,2024-07-28,2024-07-30,6,Southern Cross Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,2,Pierre Martin,Completed,2,2,380.71,236.23,EUR
BK-020577,2024-05-02,2024-06-01,2024-06-02,7,Beijing Star International,13,Private Car Service,Transfer,Multi-city,4,Jean-Luc Bernard,Completed,10,0,1292.53,940.8,EUR
BK-020578,2024-05-18,2024-07-22,2024-07-23,1,Sakura Travel Group,10,Mont Blanc Excursion,Tour,Chamonix,5,Camille Moreau,Completed,8,1,797.47,575.79,EUR
